1	1	1	150.223	19.6189	0.174665	0	0	0	871.321	-10.1616	-14756.1	3996.08	-39.8444	0	0.0205111	-3.09264e-05	0	0	0	0	0.0105319	345.856	397.694	0	0	0	
1	1	2	152.863	23.9667	0.273318	0	0	0	905.899	-10.35	-14754.3	3996.57	-39.8627	0	0.0389997	-4.82249e-05	0	0	0	0	0.011424	1172.1	522.368	0	0	0	
1	1	3	144.851	19.6442	0.10288	0	0	0	438.061	-4.03201	-17006.6	4764.69	-35.0479	0	0.0177256	-9.46098e-06	0	0	0	0	0.0125591	1155.15	414.692	0	0	0	
1	2	1	151.131	20.6234	0.138238	0	0	0	682.333	-6.87589	-15514.2	4309.02	-36.2717	0	0.0263062	-2.04888e-05	0	0	0	0	0.0104421	745.108	360.005	0	0	0	
1	2	2	150.326	19.1631	0.151785	0	0	0	1220.71	-14.0751	-14754.0	3996.34	-39.8265	0	0.0124423	-3.49982e-05	0	0	0	0	0.0184075	1836.73	378.929	0	0	0	
1	2	3	153.16	28.1394	0.288674	0	0	0	705.359	-6.50518	-16018.7	4478.92	-35.5357	0	0.0189477	-1.79852e-05	0	0	0	0	0.0197512	1074.33	310.22	0	0	0	
1	3	1	154.145	20.7793	0.245969	0	0	0	953.897	-10.8414	-14756.6	3996.81	-39.8696	0	0.0401737	-5.18435e-05	0	0	0	0	0.048639	1491.1	429.06	0	0	0	
1	3	2	150.109	20.6813	0.159701	0	0	0	904.495	-10.6682	-14756.9	3995.86	-39.8331	0	0.0442814	-3.76453e-05	0	0	0	0	0.0184466	1124.98	566.796	0	0	0	
1	3	3	146.874	20.1358	0.115541	0	0	0	789.86	-9.38663	-14757.8	3995.62	-39.832	0	0.0298346	-2.48502e-05	0	0	0	0	-0.019912	-483.144	373.607	0	0	0	
1	4	1	154.002	23.9709	0.272393	0	0	0	793.089	-7.65469	-15724.9	4366.44	-36.3953	0	0.0453991	-4.61732e-05	0	0	0	0	0.0140201	1149.88	436.696	0	0	0	
1	4	2	153.977	23.5006	0.250128	0	0	0	2059.74	-22.5727	-14745.8	3998.41	-39.8142	0	0.0216558	-8.713e-05	0	0	0	0	0.0272759	-310.213	370.412	0	0	0	
1	4	3	153.844	22.8297	0.249584	0	0	0	1915.52	-9.89051	-30221.7	8213.68	-39.5611	0	0.0494806	-5.17525e-05	0	0	0	0	0.0145567	1264.19	471.003	0	0	0	
1	5	1	145.192	23.4531	0.0907992	0	0	0	479.107	-4.08858	-18896.1	5317.08	-34.4997	0	0.0533775	-1.95144e-05	0	0	0	0	0.00986133	1123.4	435.018	0	0	0	
1	5	2	148.651	19.6208	0.12865	0	0	0	1083.27	-12.0327	-14751.5	3997.26	-39.8759	0	0.00541856	-4.09635e-05	0	0	0	0	-0.00291389	872.657	497.262	0	0	0	
1	5	3	149.885	19.8767	0.163212	0	0	0	969.727	-11.0424	-14754.0	3996.61	-39.8619	0	-0.000510523	-2.64977e-05	0	0	0	0	0.0132349	1761.53	297.352	0	0	0	
1	6	1	156.063	22.9807	0.142494	0	0	0	575.822	-7.29943	-14820.5	3998.31	-40.058	0	0.0328916	-1.78409e-05	0	0	0	0	0.036503	1104.7	550.723	0	0	0	
1	6	2	135.575	40.21	0.0432517	0	0	0	856.025	-10.646	-14768.1	3993.23	-39.6909	0	0.0439208	-3.73537e-05	0	0	0	0	0.033787	1037.44	539.777	0	0	0	
1	6	3	160.493	24.3925	0.216051	0	0	0	282.634	-3.98384	-14795.5	3985.84	-39.5542	0	0.0349513	-1.84791e-05	0	0	0	0	0.0434069	1104.98	600.236	0	0	0	
2	1	1	147.543	20.3951	0.127055	0	0	0	385.05	-5.33035	-14824.2	3996.86	-39.9671	0	0.0374123	-1.3451e-05	0	0	0	0	0.0115632	853.765	423.985	0	0	0	
2	1	2	149.633	21.0568	0.183585	0	0	0	2567.54	-9.76857	-41426.8	11202.0	-40.3355	0	0.0247583	-3.06192e-05	0	0	0	0	0.0100395	1116.29	298.222	0	0	0	
2	1	3	149.919	23.7936	0.223657	0	0	0	1313.21	-14.9389	-14759.2	3997.9	-39.8744	0	0.0224465	-4.72118e-05	0	0	0	0	0.0116653	600.632	425.964	0	0	0	
2	1	4	154.98	21.6264	0.230375	0	0	0	825.525	-9.59031	-14842.3	4011.3	-40.1782	0	0.0226134	-3.46515e-05	0	0	0	0	-0.0123215	-483.029	582.942	0	0	0	
2	1	5	151.88	21.8604	0.20394	0	0	0	964.326	-11.1694	-14761.2	3997.2	-39.8832	0	0.00133874	-2.1952e-05	0	0	0	0	-0.00569113	867.938	479.431	0	0	0	
2	1	6	152.282	20.4357	0.191432	0	0	0	1567.12	-17.7736	-14753.5	3997.34	-39.8386	0	0.0231371	-5.82945e-05	0	0	0	0	0.0056507	419.464	340.058	0	0	0	
2	1	7	151.726	20.7905	0.177051	0	0	0	994.818	-11.3658	-14805.6	4003.5	-40.1382	0	0.0110625	-3.699e-05	0	0	0	0	0.0125627	1849.76	349.216	0	0	0	
2	2	1	151.561	21.4665	0.187839	0	0	0	1039.62	-12.3485	-14774.1	3997.99	-39.9018	0	0.011675	-2.49874e-05	0	0	0	0	0.00385578	1292.75	339.126	0	0	0	
2	2	2	152.499	26.2271	0.251114	0	0	0	1589.77	-18.2007	-14768.3	3999.82	-39.8869	0	0.0301573	-5.34809e-05	0	0	0	0	0.0141768	650.62	252.723	0	0	0	
2	2	3	152.579	25.7943	0.264158	0	0	0	1075.61	-12.78	-14777.1	3998.64	-39.9175	0	0.0552212	-4.84063e-05	0	0	0	0	0.0237693	974.473	262.961	0	0	0	
2	2	4	156.832	26.142	0.287765	0	0	0	922.52	-10.5622	-14754.8	3996.43	-39.8565	0	0.0348201	-5.22376e-05	0	0	0	0	0.0074252	1216.67	322.535	0	0	0	
2	2	5	153.926	20.7775	0.193707	0	0	0	818.138	-9.74379	-14766.1	3996.7	-39.8734	0	0.0706128	-5.42781e-05	0	0	0	0	0.0367665	956.563	505.58	0	0	0	
2	2	6	150.659	20.388	0.136277	0	0	0	528.705	-6.75756	-14813.5	3998.68	-40.0278	0	0.0421849	-2.24972e-05	0	0	0	0	0.0296918	1359.05	532.154	0	0	0	
2	2	7	154.404	24.0411	0.259712	0	0	0	652.597	-6.6298	-15098.2	4249.28	-34.5574	0	0.0588163	-2.90347e-05	0	0	0	0	0.0224083	1027.77	339.508	0	0	0	
2	3	1	149.8	23.8841	0.206734	0	0	0	1143.87	-13.0566	-14741.3	3995.18	-39.7968	0	0.0210785	-3.82574e-05	0	0	0	0	0.00631455	431.076	399.81	0	0	0	
2	3	2	149.112	24.8052	0.183536	0	0	0	875.126	-10.0299	-14784.0	4000.48	-40.0293	0	-0.0113701	-1.7378e-05	0	0	0	0	0.0139093	1705.67	285.038	0	0	0	
2	3	3	144.534	22.4608	0.0943579	0	0	0	1390.64	-16.0107	-14807.5	4006.31	-39.9844	0	-0.00847468	-3.06887e-05	0	0	0	0	-0.0254091	1025.27	270.696	0	0	0	
2	3	4	154.353	20.8621	0.181632	0	0	0	761.562	-8.97277	-14769.6	3997.7	-39.9184	0	-0.00268161	-1.42525e-05	0	0	0	0	0.0256139	1639.63	431.989	0	0	0	
2	3	5	149.166	20.3864	0.110846	0	0	0	1033.68	-11.9326	-14755.0	3996.33	-39.8446	0	0.0160886	-3.04189e-05	0	0	0	0	-0.0155183	1383.41	236.343	0	0	0	
2	3	6	151.07	21.8464	0.174477	0	0	0	925.346	-12.4888	-14306.5	3791.69	-43.1022	0	0.0225888	-3.31592e-05	0	0	0	0	-0.00844722	1373.66	167.921	0	0	0	
2	3	7	144.743	22.7391	0.0822311	0	0	0	262.45	-2.74675	-17049.4	4781.87	-34.5832	0	0.0442047	-1.23973e-05	0	0	0	0	0.026377	1138.96	391.636	0	0	0	
