1	0	27.833	-0.645273	3.90245
1	1	-0.32675	-0.680245	-0.404807
1	2	5.75208	-0.706813	2.93992
2	0	85.6189	-0.521875	3.73911
2	1	-0.33705	-1.54175	0.749803
2	2	6.03536	-1.05498	3.29119
3	0	146.001	-0.599844	3.84882
3	1	-0.338832	-4.10757	-4.38698
3	2	6.2001	-0.856586	2.15017
4	0	-154.664	-0.477152	3.71911
4	1	-0.405019	-7.79408	11.4116
4	2	7.0475	-2.82998	6.51619
5	0	-94.0366	-0.609919	3.87822
5	1	-0.345575	-19.1135	27.9694
5	2	5.96828	-0.785313	2.38057
6	0	-34.2985	-0.480093	3.70807
6	1	-0.405205	-1.65034	1.52874
6	2	6.67382	-1.20263	3.98853
