1	0	-18.1476	-0.886426	4.01157
1	1	-0.426346	-3.36331	4.94729
1	2	7.08981	-2.39623	6.35295
2	0	41.0252	-0.768589	3.83428
2	1	-0.448349	-3.57179	4.80632
2	2	7.20567	-2.13753	5.57838
3	0	101.705	-0.74153	3.88231
3	1	-0.345003	-1.67875	1.17186
3	2	5.98123	-1.16499	3.60625
4	0	-199.013	-0.672625	3.67985
4	1	-0.342504	-1.18938	0.402169
4	2	5.92291	-0.942826	3.2542
5	0	-137.854	-0.80716	3.94413
5	1	-0.343809	-3.50372	4.17103
5	2	6.10329	-1.75272	4.51663
6	0	-78.8482	-0.734426	3.77258
6	1	-0.451895	-8.28389	12.8689
6	2	7.49238	-4.20946	9.22033
