1	1	1	992.704
1	1	2	987.598
1	1	3	982.813
1	2	1	978.114
1	2	2	986.472
1	2	3	988.908
1	3	1	1014.71
1	3	2	997.592
1	3	3	1010.84
1	4	1	998.025
1	4	2	983.987
1	4	3	994.189
1	5	1	1011.73
1	5	2	1040.81
1	5	3	1009.47
2	1	1	1001.68
2	1	2	965.688
2	1	3	1013.83
2	1	4	996.137
2	1	5	993.543
2	1	6	1000.89
2	1	7	1000.93
2	2	1	1014.17
2	2	2	946.751
2	2	3	1043.29
2	2	4	1002.23
2	2	5	1005.07
2	2	6	1011.97
2	2	7	1023.52
2	3	1	1036.67
2	3	2	961.622
2	3	3	1033.08
2	3	4	1014.49
2	3	5	990.213
2	3	6	1004.56
2	3	7	1012.56
2	4	1	1023.93
2	4	2	957.73
2	4	3	1020.17
2	4	4	1016.23
2	4	5	1005.94
2	4	6	1017.51
2	4	7	985.31
2	5	1	1063.66
2	5	2	973.118
2	5	3	1023.4
2	5	4	1039.49
2	5	5	1004.94
2	5	6	995.25
2	5	7	983.722
3	1	1	922.316
3	1	2	905.618
3	1	3	917.522
3	1	4	932.505
3	1	5	853.918
3	1	6	760.821
3	2	1	876.827
3	2	2	849.128
3	2	3	875.621
3	2	4	886.783
3	2	5	919.192
3	2	6	929.387
3	3	1	899.066
3	3	2	912.347
3	3	3	906.198
3	3	4	919.862
3	3	5	872.24
3	3	6	874.603
3	4	1	979.592
3	4	2	907.811
3	4	3	892.905
3	4	4	886.764
3	4	5	894.45
3	4	6	913.421
3	5	1	979.065
3	5	2	979.87
3	5	3	976.964
3	5	4	968.638
3	5	5	976.793
4	1	1	943.221
4	1	2	932.382
4	1	3	928.058
4	1	4	931.543
4	1	5	879.928
4 	1 	6 	-1
4	2	1	908.128
4	2	2	910.615
4	2	3	933.11
4	2	4	919.867
4	2	5	928.947
4	2	6	917.58
4	3	1	941.465
4	3	2	987.755
4	3	3	914.227
4	3	4	929.37
4	3	5	934.259
4	3	6	907.58
4	4	1	918.395
4	4	2	929.225
4	4	3	915.431
4	4	4	890.096
4	4	5	908.064
4	4	6	915.628
4	5	1	1002.4
4	5	2	1007.45
4	5	3	974.041
4	5	4	1004.24
4	5	5	1006.15
5	1	1	1009.05
5	1	2	1015.21
5	2	1	993.3
5	2	2	1016.02
5	3	1	1000.09
5	3	2	1022.1
5	4	1	1019.73
5	4	2	1002.22
1 	6 	1 	963.4
1 	6 	2 	963.4
1 	6 	3 	963.4
2	6	1	963.4
2	6	2	963.4
2	6	3	963.4
2	6	4	963.4
2	6	5	963.4
2	6	6	963.4
2	6	7	963.4
3	6	1	963.4
3	6	2	963.4
3	6	3	963.4
3	6	4	963.4
3	6	5	963.4
3	6	6	963.4
4	6	1	963.4
4	6	2	963.4
4	6	3	963.4
4	6	4	963.4
4	6	5	963.4
4	6	6	963.4
5	6	1	963.4
5	6	2	963.4
